pc,explained,cumulative
442,0.0004963878186052468,0.7984029779768868
443,0.0004948690500255152,0.7988978470269122
444,0.0004934967170588244,0.799391343743971
445,0.0004921739131328637,0.7998835176571039
446,0.0004912036055709546,0.8003747212626748
447,0.0004909390701292229,0.800865660332804
448,0.00048783142675171994,0.8013534917595557
449,0.00048708293515535247,0.801840574694711
450,0.0004856994454578943,0.8023262741401689
451,0.0004840807690673052,0.8028103549092361
452,0.00048267281961270953,0.8032930277288488
453,0.0004798835100465079,0.8037729112388953
454,0.00047887515872432727,0.8042517863976196
455,0.0004772334881772457,0.8047290198857969
456,0.0004764115365047769,0.8052054314223017
457,0.00047591347360337734,0.8056813448959051
458,0.00047282750227853944,0.8061541723981837
459,0.00047200404866311926,0.8066261764468468
460,0.00047183767352926466,0.8070980141203761
461,0.0004696958443616083,0.8075677099647377
462,0.0004684875324482563,0.8080361974971859
463,0.0004668222664500882,0.808503019763636
464,0.00046562844160321016,0.8089686482052393
465,0.0004650691412877268,0.809433717346527
466,0.00046421383181308656,0.8098979311783401
467,0.00046160170056758394,0.8103595328789077
468,0.0004611118485741659,0.8108206447274818
469,0.0004604422809337477,0.8112810870084156
470,0.00045928951447363035,0.8117403765228892
471,0.0004586870210663321,0.8121990635439555
472,0.0004573916327118476,0.8126564551766674
473,0.00045536082525965394,0.8131118160019271
474,0.0004551870140766434,0.8135670030160037
475,0.00045285513618548303,0.8140198581521892
476,0.0004514227122248305,0.8144712808644141
477,0.0004506174898776629,0.8149218983542917
478,0.0004501665589755108,0.8153720649132673
479,0.00044792690008198255,0.8158199918133493
480,0.00044619975112371595,0.816266191564473
481,0.0004439395189061042,0.8167101310833791
482,0.0004425172070611902,0.8171526482904403
483,0.0004420211122544337,0.8175946694026948
484,0.00044053369085788756,0.8180352030935526
485,0.0004396717015667758,0.8184748747951194
486,0.0004388739071887775,0.8189137487023082
487,0.000437314062179325,0.8193510627644874
488,0.0004367516570386328,0.819787814421526
489,0.0004354769185105403,0.8202232913400366
490,0.00043487000200603164,0.8206581613420426
491,0.0004339280675179269,0.8210920894095606
492,0.00043161158302403187,0.8215237009925846
493,0.00043082172885288713,0.8219545227214375
494,0.00042963651152128367,0.8223841592329588
495,0.00042935975723129685,0.8228135189901902
496,0.0004281573612120925,0.8232416763514022
497,0.00042710165577764333,0.8236687780071799
498,0.00042595734381758386,0.8240947353509974
499,0.0004253323526952593,0.8245200677036927
500,0.0004245340133986018,0.8249446017170913
501,0.0004227397518270156,0.8253673414689183
